booking_id,booking_date,arrival_date,lead_time,customer_country,market_segment,repeated_guest,customer_type,adults,children,rooms,stay_length,room_type,reserved_rate,deposit_type,special_requests,booking_channel,cancelled,cancellation_date,occupancy_level,holiday,event,cancellation_reason,revenue,est_revpar,arrival_weekday,booking_month,arrival_month
BK107624,2023-01-21,2023-01-26,5,JPN,Online TA,0,Transient,1,0,1,6,D,146,Non Refund,1,OTA,0,,Low,0,0,,876,65.7,3,1,1
BK107625,2024-02-26,2024-03-10,13,FRA,Corporate,0,Transient-Party,2,0,1,3,A,93,Non Refund,2,OTA,0,,Medium,0,0,,279,51.15,6,2,3
BK107626,2023-05-05,2023-05-11,6,IND,Online TA,0,Transient,1,0,1,1,D,166,No Deposit,2,OTA,0,,Medium,0,0,,166,107.9,3,5,5
BK107627,2023-12-26,2024-01-13,18,CHN,Offline TA/TO,0,Transient,2,0,1,4,C,76,Non Refund,0,OTA,0,,Low,0,0,,304,34.2,5,12,1
BK107628,2025-06-07,2025-06-12,5,IND,Groups,1,Transient,2,0,1,1,A,122,Refundable,2,Direct,0,,High,0,0,,122,91.5,3,6,6
BK107629,2024-11-26,2024-12-31,35,CAN,Groups,0,Transient,1,1,1,2,A,110,Non Refund,0,OTA,1,2024-12-19,Peak,1,0,Family emergency,220,88.0,1,11,12
BK107630,2024-09-12,2024-09-16,4,ESP,Online TA,0,Transient,2,1,1,1,A,111,Refundable,1,Direct,0,,High,0,0,,111,77.7,0,9,9
BK107631,2023-07-23,2023-09-06,45,BRA,Direct,0,Transient,2,1,1,1,C,91,No Deposit,0,Corporate,1,2023-08-16,High,0,0,Found cheaper option,91,63.7,2,7,9
BK107632,2024-08-13,2024-09-29,47,CHN,Offline TA/TO,0,Transient,1,0,1,6,A,96,No Deposit,0,OTA,0,,High,0,0,,576,67.2,6,8,9
BK107633,2024-08-12,2024-10-22,71,IND,Online TA,0,Transient,2,0,1,2,A,90,No Deposit,1,Direct,0,,Medium,0,0,,180,54.0,1,8,10
BK107634,2024-10-27,2024-11-15,19,GBR,Corporate,0,Transient,3,0,1,4,A,99,No Deposit,1,OTA,0,,Low,0,0,,396,49.5,4,10,11
BK107635,2024-10-26,2024-11-05,10,CHN,Direct,0,Transient,1,0,1,5,A,81,No Deposit,0,Corporate,0,,Low,0,0,,405,40.5,1,10,11
BK107636,2024-07-05,2024-07-28,23,FRA,Groups,1,Transient,2,0,1,1,C,119,Refundable,3,OTA,0,,Peak,0,0,,119,107.1,6,7,7
BK107637,2023-06-28,2023-07-29,31,CHN,Direct,1,Transient,2,0,1,1,E,251,Refundable,1,OTA,0,,Peak,0,0,,251,225.9,5,6,7
BK107638,2025-03-10,2025-05-24,75,ESP,Corporate,0,Transient,2,0,1,3,A,108,Non Refund,0,OTA,0,,Medium,0,0,,324,70.2,5,3,5
BK107639,2023-10-19,2023-10-21,2,DEU,Corporate,0,Transient,2,0,1,2,B,122,Non Refund,0,OTA,1,2023-10-20,Medium,0,0,Change of plans,244,73.2,5,10,10
BK107640,2023-12-30,2024-01-12,13,DEU,Online TA,0,Transient,3,0,1,1,B,118,No Deposit,0,Direct,0,,Low,0,0,,118,53.1,4,12,1
BK107641,2023-11-29,2023-12-17,18,FRA,Online TA,0,Transient,1,0,1,2,C,114,Refundable,0,OTA,0,,Peak,0,0,,228,91.2,6,11,12
BK107642,2024-11-20,2024-12-24,34,JPN,Online TA,0,Transient,2,0,1,5,C,124,Refundable,0,OTA,1,2024-12-15,Peak,0,0,Weather concerns,620,99.2,1,11,12
BK107643,2024-06-06,2024-06-09,3,GBR,Groups,0,Group,3,0,2,5,D,189,Non Refund,2,OTA,0,,High,0,0,,1890,141.75,6,6,6
BK107644,2024-05-14,2024-06-03,20,ESP,Online TA,0,Transient,2,0,1,4,A,104,Refundable,1,Travel Agent,1,2024-06-02,High,0,0,Weather concerns,416,78.0,0,5,6
BK107645,2025-03-04,2025-03-23,19,IND,Complementary,1,Transient,2,0,1,9,B,120,Non Refund,0,OTA,1,2025-03-14,Medium,0,0,Illness,1080,66.0,6,3,3
BK107646,2025-01-24,2025-04-15,81,BRA,Online TA,0,Transient,2,0,1,4,D,185,No Deposit,0,OTA,0,,Medium,0,0,,740,111.0,1,1,4
BK107647,2024-04-02,2024-04-09,7,BRA,Online TA,1,Transient,2,0,1,3,A,102,No Deposit,2,Direct,0,,Medium,0,0,,306,61.2,1,4,4
BK107648,2025-06-29,2025-08-23,55,ITA,Online TA,0,Transient,2,0,1,3,A,132,Non Refund,0,Direct,0,,Peak,0,0,,396,112.2,5,6,8
BK107649,2023-03-22,2023-06-18,88,CHN,Online TA,0,Transient,2,0,1,3,C,102,No Deposit,2,Direct,0,,High,0,1,,306,76.5,6,3,6
BK107650,2024-01-26,2024-04-13,78,IND,Direct,0,Transient,2,0,1,1,E,215,No Deposit,0,OTA,0,,Medium,0,0,,215,129.0,5,1,4
BK107651,2024-09-20,2024-10-26,36,CAN,Direct,0,Transient,2,0,1,5,A,96,No Deposit,1,OTA,0,,Medium,0,0,,480,57.6,5,9,10
BK107652,2023-10-21,2023-11-08,18,FRA,Online TA,1,Transient,2,0,1,2,A,87,Refundable,0,OTA,0,,Low,0,0,,174,43.5,2,10,11
BK107653,2024-04-19,2024-05-23,34,USA,Direct,1,Transient,2,2,1,1,C,75,No Deposit,0,OTA,0,,Medium,0,0,,75,48.75,3,4,5
BK107654,2024-10-08,2024-10-19,11,GBR,Complementary,0,Transient-Party,2,1,1,1,A,96,No Deposit,1,OTA,0,,Medium,0,0,,96,57.6,5,10,10
BK107655,2023-05-29,2023-06-05,7,BRA,Complementary,0,Transient,2,0,1,6,B,153,No Deposit,0,OTA,0,,High,0,0,,918,114.75,0,5,6
BK107656,2025-06-08,2025-08-09,62,JPN,Corporate,0,Transient,3,0,1,1,C,122,Refundable,0,OTA,0,,Peak,0,0,,122,103.7,5,6,8
BK107657,2023-06-21,2023-06-30,9,JPN,Offline TA/TO,0,Transient,2,0,1,1,B,154,No Deposit,1,Direct,0,,High,0,0,,154,115.5,4,6,6
BK107658,2024-10-17,2025-01-04,79,IND,Online TA,0,Transient,1,0,1,7,A,87,Non Refund,0,Direct,0,,Low,0,0,,609,39.15,5,10,1
BK107659,2025-04-07,2025-05-05,28,JPN,Online TA,0,Transient,2,0,1,3,B,152,No Deposit,0,OTA,1,2025-05-03,Medium,0,0,Budget approval delay,456,98.8,0,4,5
BK107660,2023-12-12,2024-01-17,36,GBR,Corporate,0,Transient,2,0,1,5,D,157,No Deposit,0,OTA,0,,Low,0,0,,785,70.65,2,12,1
BK107661,2024-03-07,2024-03-07,0,DEU,Direct,0,Transient,2,0,1,1,A,93,Non Refund,0,OTA,1,2024-03-08,Medium,0,0,Change of plans,93,51.15,3,3,3
BK107662,2024-10-08,2024-10-12,4,IND,Direct,0,Transient,3,0,1,3,B,140,Non Refund,1,OTA,1,2024-10-12,Medium,0,0,Corporate reshuffling,420,84.0,5,10,10
BK107663,2024-09-19,2025-03-14,176,BRA,Corporate,0,Transient,2,0,1,3,B,118,Refundable,0,Corporate,0,,Medium,0,0,,354,64.9,4,9,3
BK107664,2024-08-08,2024-09-16,39,CHN,Corporate,0,Transient,2,0,1,1,B,154,No Deposit,1,OTA,0,,High,0,0,,154,107.8,0,8,9
BK107665,2024-02-19,2024-05-10,81,BRA,Corporate,0,Transient,2,0,1,3,A,116,No Deposit,0,OTA,0,,Medium,0,0,,348,75.4,4,2,5
BK107666,2025-05-19,2025-06-22,34,ESP,Offline TA/TO,0,Contract,2,0,1,4,E,240,Refundable,0,OTA,0,,High,0,0,,960,180.0,6,5,6
BK107667,2023-03-15,2023-03-31,16,AUS,Online TA,0,Transient,2,0,1,2,E,207,No Deposit,0,OTA,0,,Medium,0,0,,414,113.85,4,3,3
BK107668,2023-03-23,2023-04-10,18,IND,Online TA,0,Transient,4,0,1,3,A,102,No Deposit,0,Direct,0,,Medium,0,0,,306,61.2,0,3,4
BK107669,2023-06-15,2023-06-21,6,BRA,Direct,0,Transient,2,1,1,3,A,103,No Deposit,0,OTA,0,,High,0,0,,309,77.25,2,6,6
BK107670,2023-12-18,2023-12-28,10,CAN,Online TA,0,Transient,3,0,1,6,B,180,Non Refund,0,OTA,0,,Peak,0,0,,1080,144.0,3,12,12
BK107671,2023-08-22,2023-09-04,13,FRA,Online TA,0,Transient-Party,1,0,1,3,C,89,Refundable,0,OTA,0,,High,0,0,,267,62.3,0,8,9
BK107672,2023-11-18,2024-01-16,59,FRA,Online TA,0,Transient,2,0,1,1,E,183,Refundable,1,Direct,0,,Low,0,0,,183,82.35,1,11,1
BK107673,2023-11-21,2023-11-21,0,FRA,Direct,0,Transient,2,0,1,3,A,93,Non Refund,0,Direct,0,,Low,0,0,,279,46.5,1,11,11
BK107674,2024-10-30,2025-01-11,73,FRA,Offline TA/TO,0,Transient,2,0,1,4,C,86,No Deposit,0,Travel Agent,0,,Low,0,0,,344,38.7,5,10,1
BK107675,2023-10-26,2023-10-26,0,IND,Complementary,0,Transient-Party,2,1,1,2,A,94,Non Refund,0,Corporate,0,,Medium,0,0,,188,56.4,3,10,10
BK107676,2024-12-28,2025-01-25,28,CAN,Online TA,1,Transient,2,0,1,8,B,125,No Deposit,2,OTA,0,,Low,0,0,,1000,56.25,5,12,1
BK107677,2023-10-01,2023-11-27,57,USA,Online TA,1,Transient,2,0,1,1,D,148,Refundable,1,OTA,0,,Low,0,0,,148,74.0,0,10,11
BK107678,2024-09-11,2024-10-04,23,USA,Online TA,0,Transient,2,0,1,2,C,86,Non Refund,3,OTA,0,,Medium,0,0,,172,51.6,4,9,10
BK107679,2024-10-22,2024-11-04,13,FRA,Online TA,1,Transient,4,0,1,3,B,128,Refundable,1,Direct,0,,Low,0,0,,384,64.0,0,10,11
BK107680,2024-02-09,2024-03-08,28,ITA,Online TA,0,Transient,3,2,1,3,C,91,Non Refund,2,OTA,1,2024-03-08,Medium,0,0,Found cheaper option,273,50.05,4,2,3
BK107681,2023-10-05,2023-12-10,66,IND,Online TA,0,Group,3,1,2,3,C,109,No Deposit,2,OTA,0,,Peak,0,0,,654,87.2,6,10,12
BK107682,2025-06-27,2025-07-14,17,CAN,Online TA,0,Transient,2,1,1,3,B,184,No Deposit,0,OTA,0,,Peak,1,0,,552,165.6,0,6,7
BK107683,2024-03-31,2024-04-23,23,GBR,Online TA,0,Transient,1,0,1,3,A,83,Refundable,2,OTA,0,,Medium,0,0,,249,49.8,1,3,4
BK107684,2025-03-10,2025-07-11,123,USA,Corporate,0,Transient,2,1,1,3,A,121,No Deposit,2,OTA,0,,Peak,0,0,,363,108.9,4,3,7
BK107685,2025-06-02,2025-06-29,27,BRA,Direct,0,Transient,1,0,1,5,D,207,Non Refund,3,Corporate,1,2025-06-21,High,0,0,Weather concerns,1035,155.25,6,6,6
BK107686,2024-01-07,2024-01-19,12,CHN,Offline TA/TO,0,Transient,1,0,1,1,A,93,Non Refund,0,OTA,0,,Low,0,0,,93,41.85,4,1,1
BK107687,2025-02-04,2025-02-06,2,CAN,Direct,0,Transient,2,1,1,1,C,83,Non Refund,0,Direct,0,,Low,0,0,,83,41.5,3,2,2
BK107688,2024-08-24,2024-10-15,52,DEU,Direct,0,Transient,2,0,1,4,C,92,No Deposit,0,OTA,1,2024-10-01,Medium,0,0,Change of plans,368,55.2,1,8,10
BK107689,2024-06-17,2024-07-08,21,IND,Online TA,1,Transient,3,0,1,3,A,131,No Deposit,0,OTA,0,,Peak,0,0,,393,117.9,0,6,7
BK107690,2024-04-06,2024-05-08,32,FRA,Online TA,0,Transient,1,0,1,2,D,166,No Deposit,0,OTA,0,,Medium,0,0,,332,107.9,2,4,5
BK107691,2024-02-28,2024-04-02,34,ESP,Offline TA/TO,0,Transient,3,0,1,1,A,97,Refundable,1,Direct,0,,Medium,0,0,,97,58.2,1,2,4
BK107692,2023-06-21,2023-07-02,11,CAN,Offline TA/TO,0,Transient,2,0,1,1,E,275,No Deposit,1,OTA,0,,Peak,0,0,,275,247.5,6,6,7
BK107693,2023-07-08,2023-08-01,24,BRA,Offline TA/TO,0,Transient,2,0,1,5,A,134,Non Refund,1,Corporate,0,,Peak,0,0,,670,113.9,1,7,8
BK107694,2025-05-24,2025-06-01,8,ITA,Corporate,0,Transient,1,0,1,2,D,191,Refundable,2,OTA,0,,High,0,0,,382,143.25,6,5,6
BK107695,2023-01-24,2023-01-24,0,BRA,Online TA,0,Transient,2,0,1,1,A,78,Non Refund,0,OTA,0,,Low,1,1,,78,35.1,1,1,1
BK107696,2023-05-09,2023-05-10,1,DEU,Online TA,0,Transient,2,0,1,3,E,228,No Deposit,1,OTA,1,2023-05-10,Medium,0,0,Illness,684,148.2,2,5,5
BK107697,2025-01-15,2025-04-10,85,DEU,Offline TA/TO,1,Transient,1,0,1,5,B,144,No Deposit,1,OTA,0,,Medium,0,1,,720,86.4,3,1,4
BK107698,2023-08-29,2023-12-12,105,USA,Online TA,0,Transient,2,0,1,1,B,144,No Deposit,0,OTA,0,,Peak,0,0,,144,115.2,1,8,12
BK107699,2024-11-08,2024-11-24,16,AUS,Online TA,0,Transient,2,0,1,7,A,91,No Deposit,0,OTA,0,,Low,0,0,,637,45.5,6,11,11
BK107700,2023-09-15,2023-09-28,13,GBR,Online TA,0,Contract,2,0,1,4,D,196,No Deposit,0,OTA,1,2023-09-28,High,0,0,Change of plans,784,137.2,3,9,9
BK107701,2025-01-31,2025-05-11,100,BRA,Online TA,1,Transient,2,0,1,3,A,111,No Deposit,2,OTA,0,,Medium,0,0,,333,72.15,6,1,5
BK107702,2024-12-18,2024-12-21,3,GBR,Corporate,0,Transient,2,0,1,4,A,116,No Deposit,3,OTA,0,,Peak,1,0,,464,92.8,5,12,12
BK107703,2025-02-06,2025-05-02,85,CAN,Online TA,0,Transient,2,1,1,3,B,147,No Deposit,0,Direct,0,,Medium,0,0,,441,95.55,4,2,5
BK107704,2023-03-23,2023-05-27,65,IND,Online TA,0,Transient,2,0,1,3,A,109,Non Refund,3,OTA,0,,Medium,0,0,,327,70.85,5,3,5
BK107705,2023-08-04,2023-08-23,19,FRA,Offline TA/TO,0,Transient,1,0,1,4,C,112,Refundable,0,OTA,1,2023-08-21,Peak,0,0,Travel issue,448,95.2,2,8,8
BK107706,2023-06-20,2023-07-21,31,AUS,Direct,0,Transient,1,0,1,1,A,135,No Deposit,3,Corporate,0,,Peak,0,0,,135,121.5,4,6,7
BK107707,2024-02-11,2024-04-06,55,BRA,Online TA,0,Transient,3,0,1,5,B,128,Refundable,0,Travel Agent,1,2024-03-23,Medium,0,0,Change of plans,640,76.8,5,2,4
BK107708,2023-04-16,2023-05-22,36,BRA,Online TA,0,Transient,3,0,1,2,C,90,Non Refund,0,Direct,0,,Medium,0,0,,180,58.5,0,4,5
BK107709,2023-04-08,2023-04-19,11,IND,Online TA,0,Transient,2,0,1,3,B,148,No Deposit,1,Corporate,0,,Medium,0,0,,444,88.8,2,4,4
BK107710,2023-03-07,2023-03-13,6,GBR,Online TA,0,Transient,2,0,1,2,C,82,Non Refund,1,Direct,0,,Medium,0,0,,164,45.1,0,3,3
BK107711,2025-06-18,2025-07-23,35,IND,Direct,0,Transient,1,0,1,3,B,174,No Deposit,0,OTA,0,,Peak,1,0,,522,156.6,2,6,7
BK107712,2024-04-29,2024-05-12,13,CAN,Online TA,0,Group,2,0,3,5,C,87,Refundable,0,OTA,1,2024-05-08,Medium,0,0,Weather concerns,1305,56.55,6,4,5
BK107713,2024-07-15,2024-07-17,2,CAN,Groups,0,Transient,3,0,1,1,D,206,Refundable,0,OTA,0,,Peak,0,0,,206,185.4,2,7,7
BK107714,2023-02-25,2023-03-12,15,FRA,Direct,0,Transient,2,0,1,2,D,172,Non Refund,0,OTA,0,,Medium,0,0,,344,94.6,6,2,3
BK107715,2023-01-27,2023-02-06,10,USA,Corporate,1,Transient,2,0,1,2,A,89,No Deposit,1,OTA,0,,Low,0,0,,178,44.5,0,1,2
BK107716,2025-02-28,2025-04-26,57,BRA,Corporate,0,Transient-Party,4,0,1,4,A,102,Non Refund,0,Corporate,0,,Medium,0,0,,408,61.2,5,2,4
BK107717,2024-02-11,2024-02-18,7,CAN,Groups,0,Transient,2,0,1,1,C,85,No Deposit,1,OTA,0,,Low,0,0,,85,42.5,6,2,2
BK107718,2024-06-20,2024-07-16,26,CAN,Online TA,0,Transient,2,0,1,5,C,132,No Deposit,0,Travel Agent,0,,Peak,0,0,,660,118.8,1,6,7
BK107719,2025-02-22,2025-02-28,6,GBR,Direct,0,Transient,1,0,1,2,C,76,Non Refund,0,OTA,0,,Low,0,1,,152,38.0,4,2,2
BK107720,2023-03-27,2023-04-10,14,JPN,Online TA,0,Transient,2,0,1,5,A,96,Refundable,0,Corporate,0,,Medium,0,0,,480,57.6,0,3,4
BK107721,2023-04-17,2023-06-05,49,IND,Online TA,0,Transient,1,0,1,4,A,113,No Deposit,0,Corporate,0,,High,0,0,,452,84.75,0,4,6
BK107722,2023-09-26,2023-11-01,36,JPN,Direct,1,Transient,1,0,1,1,D,139,No Deposit,0,Travel Agent,0,,Low,0,0,,139,69.5,2,9,11
BK107723,2024-09-24,2024-10-09,15,IND,Online TA,0,Transient,2,0,1,5,A,81,No Deposit,0,OTA,0,,Medium,0,0,,405,48.6,2,9,10
BK107724,2023-06-09,2023-06-23,14,IND,Online TA,0,Transient,2,0,1,1,C,110,Non Refund,1,OTA,0,,High,0,0,,110,82.5,4,6,6
BK107725,2023-03-28,2023-05-28,61,CAN,Online TA,0,Transient,4,1,1,1,B,128,No Deposit,1,OTA,1,2023-03-29,Medium,0,0,Change of dates,128,83.2,6,3,5
BK107726,2024-11-01,2024-12-01,30,USA,Direct,0,Transient,3,0,1,5,C,124,No Deposit,2,OTA,0,,Peak,1,0,,620,99.2,6,11,12
BK107727,2025-06-25,2025-07-05,10,JPN,Complementary,0,Transient,2,0,1,4,D,233,No Deposit,3,OTA,0,,Peak,0,0,,932,209.7,5,6,7
BK107728,2024-02-04,2024-02-07,3,ESP,Online TA,0,Transient,1,0,1,4,A,98,No Deposit,0,OTA,0,,Low,0,0,,392,49.0,2,2,2
BK107729,2023-11-13,2023-12-31,48,ITA,Online TA,0,Group,2,0,2,6,A,104,Refundable,0,OTA,0,,Peak,0,0,,1248,83.2,6,11,12
BK107730,2023-08-23,2023-10-02,40,USA,Offline TA/TO,0,Transient,3,0,1,5,C,87,Non Refund,1,OTA,0,,Medium,0,0,,435,52.2,0,8,10
BK107731,2023-09-11,2023-10-14,33,CHN,Online TA,0,Transient,2,0,1,2,A,97,Refundable,0,Corporate,1,2023-10-09,Medium,0,0,Illness,194,58.2,5,9,10
BK107732,2025-01-25,2025-01-29,4,GBR,Groups,0,Transient,2,1,1,6,D,149,No Deposit,2,OTA,0,,Low,0,0,,894,67.05,2,1,1
BK107733,2023-10-18,2023-12-31,74,BRA,Offline TA/TO,1,Transient,2,0,1,5,D,233,Non Refund,1,Corporate,0,,Peak,0,0,,1165,186.4,6,10,12
BK107734,2024-03-29,2024-06-18,81,BRA,Complementary,0,Transient,3,0,1,2,B,172,No Deposit,0,Direct,0,,High,0,0,,344,129.0,1,3,6
BK107735,2024-10-03,2024-10-22,19,JPN,Offline TA/TO,0,Transient,4,0,1,4,C,105,Non Refund,2,OTA,1,2024-10-09,Medium,0,0,Illness,420,63.0,1,10,10
BK107736,2023-05-10,2023-08-22,104,ITA,Direct,0,Transient,2,0,1,1,E,275,Refundable,1,Direct,0,,Peak,0,0,,275,233.75,1,5,8
BK107737,2023-05-15,2023-05-18,3,BRA,Direct,0,Transient,2,0,1,3,D,182,Refundable,0,Corporate,0,,Medium,0,0,,546,118.3,3,5,5
BK107738,2024-06-23,2024-07-07,14,IND,Online TA,0,Transient,2,0,1,6,C,120,Non Refund,1,Direct,1,2024-06-28,Peak,0,0,Change of plans,720,108.0,6,6,7
BK107739,2025-05-08,2025-05-24,16,USA,Online TA,0,Transient,2,0,1,3,A,109,No Deposit,0,OTA,0,,Medium,0,0,,327,70.85,5,5,5
BK107740,2023-06-24,2023-07-28,34,BRA,Direct,0,Transient-Party,1,1,1,3,B,161,Refundable,1,Direct,0,,Peak,0,0,,483,144.9,4,6,7
BK107741,2023-01-30,2023-02-07,8,FRA,Online TA,0,Transient,2,0,1,6,A,81,Non Refund,0,OTA,0,,Low,0,0,,486,40.5,1,1,2
BK107742,2023-02-05,2023-02-12,7,CHN,Direct,0,Transient,1,0,1,5,A,79,No Deposit,1,OTA,1,2023-02-06,Low,0,0,Visa delay,395,39.5,6,2,2
BK107743,2024-11-10,2024-12-19,39,CHN,Complementary,0,Transient,2,1,1,1,A,111,Refundable,1,Direct,0,,Peak,0,0,,111,88.8,3,11,12
BK107744,2024-01-01,2024-01-25,24,DEU,Complementary,1,Transient-Party,2,0,1,4,D,135,Non Refund,2,Direct,0,,Low,0,0,,540,60.75,3,1,1
BK107745,2025-05-31,2025-06-12,12,AUS,Online TA,0,Transient,3,0,1,2,A,113,Non Refund,0,Direct,1,2025-06-05,High,0,0,Found cheaper option,226,84.75,3,5,6
BK107746,2023-11-30,2024-02-01,63,IND,Corporate,0,Transient,2,0,1,2,A,96,Non Refund,2,Direct,1,2023-12-29,Low,0,0,Found cheaper option,192,48.0,3,11,2
BK107747,2025-06-03,2025-06-22,19,IND,Online TA,0,Group,2,0,3,3,C,106,Refundable,0,OTA,0,,High,0,0,,954,79.5,6,6,6
BK107748,2024-05-02,2024-05-04,2,CHN,Direct,0,Transient,2,0,1,9,A,92,No Deposit,0,OTA,0,,Medium,0,0,,828,59.8,5,5,5
BK107749,2024-04-23,2024-04-28,5,JPN,Direct,0,Transient,4,2,1,1,D,176,No Deposit,1,Direct,0,,Medium,0,0,,176,105.6,6,4,4
BK107750,2025-06-10,2025-06-18,8,IND,Direct,0,Group,2,0,3,3,A,120,Refundable,2,OTA,0,,High,0,0,,1080,90.0,2,6,6
BK107751,2024-07-07,2024-07-10,3,BRA,Groups,1,Transient,2,0,1,1,D,200,No Deposit,2,OTA,0,,Peak,0,0,,200,180.0,2,7,7
BK107752,2023-10-06,2023-10-08,2,ITA,Online TA,0,Transient,2,0,1,3,B,136,Non Refund,0,OTA,0,,Medium,0,0,,408,81.6,6,10,10
BK107753,2024-07-15,2024-08-12,28,GBR,Offline TA/TO,0,Transient,2,0,1,3,B,170,No Deposit,1,OTA,1,2024-08-06,Peak,0,0,Found cheaper option,510,144.5,0,7,8
BK107754,2024-03-31,2024-04-11,11,JPN,Offline TA/TO,0,Contract,2,0,1,1,B,126,Non Refund,1,OTA,0,,Medium,0,0,,126,75.6,3,3,4
BK107755,2023-05-19,2023-06-19,31,IND,Online TA,0,Transient,2,0,1,5,A,105,No Deposit,0,Direct,1,2023-05-21,High,0,0,Illness,525,78.75,0,5,6
BK107756,2024-12-15,2025-01-29,45,CHN,Corporate,0,Transient,3,0,1,6,D,145,No Deposit,2,OTA,1,2025-01-21,Low,0,0,Illness,870,65.25,2,12,1
BK107757,2024-07-06,2024-07-06,0,CHN,Online TA,0,Transient,2,0,1,1,C,128,No Deposit,0,OTA,1,2024-07-07,Peak,0,0,Illness,128,115.2,5,7,7
BK107758,2023-07-01,2023-08-07,37,BRA,Online TA,0,Transient,2,0,1,9,B,190,Refundable,3,Direct,1,2023-07-22,Peak,0,0,Family emergency,1710,161.5,0,7,8
BK107759,2024-08-28,2024-09-28,31,CAN,Online TA,0,Transient,2,0,1,1,A,120,No Deposit,0,Corporate,0,,High,0,0,,120,84.0,5,8,9
BK107760,2024-09-03,2024-09-04,1,AUS,Online TA,0,Transient,1,0,1,2,D,171,Non Refund,0,Travel Agent,0,,High,0,0,,342,119.7,2,9,9
BK107761,2024-04-12,2024-05-04,22,DEU,Offline TA/TO,0,Transient,2,0,1,5,E,244,Refundable,1,Travel Agent,0,,Medium,0,1,,1220,158.6,5,4,5
BK107762,2024-10-08,2024-10-21,13,JPN,Online TA,0,Transient,1,0,1,2,D,168,Refundable,0,Corporate,0,,Medium,0,0,,336,100.8,0,10,10
BK107763,2025-02-05,2025-02-20,15,DEU,Online TA,0,Transient-Party,2,0,1,3,A,87,Refundable,0,OTA,0,,Low,0,0,,261,43.5,3,2,2
BK107764,2024-10-13,2024-12-07,55,GBR,Online TA,0,Transient,1,0,1,6,A,123,Non Refund,0,OTA,1,2024-11-12,Peak,0,0,Found cheaper option,738,98.4,5,10,12
BK107765,2025-06-17,2025-07-07,20,CAN,Direct,0,Group,1,0,3,2,B,182,No Deposit,1,Corporate,0,,Peak,0,0,,1092,163.8,0,6,7
BK107766,2024-07-31,2024-11-27,119,FRA,Online TA,0,Transient,1,0,1,1,B,139,Refundable,3,OTA,1,2024-10-15,Low,0,0,Change of dates,139,69.5,2,7,11
BK107767,2024-03-21,2024-05-12,52,BRA,Corporate,0,Transient,2,0,1,1,D,182,Non Refund,0,OTA,0,,Medium,0,0,,182,118.3,6,3,5
BK107768,2024-06-20,2024-06-21,1,CHN,Online TA,0,Transient,2,0,1,3,B,178,No Deposit,0,OTA,0,,High,0,0,,534,133.5,4,6,6
BK107769,2024-10-17,2024-10-30,13,ITA,Corporate,0,Group,2,0,4,5,D,144,No Deposit,0,Direct,0,,Medium,0,0,,2880,86.4,2,10,10
BK107770,2024-10-16,2024-11-01,16,BRA,Online TA,0,Transient,1,2,1,3,A,85,No Deposit,3,Direct,0,,Low,0,0,,255,42.5,4,10,11
BK107771,2024-06-30,2024-07-19,19,BRA,Online TA,0,Transient,1,0,1,2,C,104,Non Refund,0,Direct,0,,Peak,0,0,,208,93.6,4,6,7
BK107772,2023-11-14,2023-11-14,0,ITA,Groups,1,Transient,1,0,1,4,A,90,No Deposit,3,OTA,0,,Low,0,0,,360,45.0,1,11,11
BK107773,2023-12-22,2024-02-20,60,FRA,Offline TA/TO,0,Transient,2,0,1,4,B,158,No Deposit,2,Travel Agent,0,,Low,0,0,,632,79.0,1,12,2
BK107774,2024-05-08,2024-05-16,8,USA,Corporate,0,Transient,2,0,1,3,A,106,Non Refund,0,OTA,0,,Medium,0,1,,318,68.9,3,5,5
BK107775,2024-07-06,2024-07-22,16,ESP,Direct,0,Transient,2,0,1,4,A,140,No Deposit,0,Direct,0,,Peak,0,0,,560,126.0,0,7,7
BK107776,2023-08-21,2023-09-04,14,USA,Corporate,0,Transient,1,0,1,6,C,104,No Deposit,0,Corporate,0,,High,0,0,,624,72.8,0,8,9
BK107777,2025-04-04,2025-04-04,0,FRA,Complementary,0,Group,1,0,2,2,C,97,No Deposit,0,OTA,0,,Medium,0,0,,388,58.2,4,4,4
BK107778,2023-04-02,2023-04-10,8,GBR,Offline TA/TO,1,Transient,1,0,1,2,A,94,No Deposit,1,Direct,0,,Medium,0,0,,188,56.4,0,4,4
BK107779,2024-03-28,2024-04-07,10,USA,Corporate,0,Contract,2,0,1,4,D,172,Refundable,0,OTA,0,,Medium,0,0,,688,103.2,6,3,4
BK107780,2023-11-12,2023-11-23,11,DEU,Direct,0,Transient,2,0,1,1,B,125,No Deposit,1,OTA,0,,Low,0,0,,125,62.5,3,11,11
BK107781,2024-01-10,2024-01-27,17,USA,Online TA,0,Transient,2,0,1,3,C,82,No Deposit,0,OTA,0,,Low,0,0,,246,36.9,5,1,1
BK107782,2024-02-27,2024-04-11,44,BRA,Online TA,0,Transient,2,0,1,3,B,129,Refundable,2,Direct,0,,Medium,0,0,,387,77.4,3,2,4
BK107783,2023-09-24,2023-09-24,0,CAN,Online TA,0,Transient-Party,2,0,1,2,C,89,No Deposit,0,OTA,0,,High,0,0,,178,62.3,6,9,9
BK107784,2023-06-09,2023-06-09,0,USA,Direct,0,Transient,1,0,1,3,A,128,Non Refund,1,OTA,0,,High,0,0,,384,96.0,4,6,6
